144205473|EL BA�O|Enrique Iglesias feat. Bad Bunny
137303641|Boy|Lee Brice
139200973|A Million Dreams|Ziv Zaifman feat. Hugh Jackman & Michelle Williams
143930751|King's Dead|Jay Rock feat. Kendrick Lamar, Future & James Blake,
144205621|Spotlight|Marshmello feat. Lil Peep
123680403|No Roots|Alice Merton
133541108|Beautiful Trauma|P!nk
144290889|KEKE|6ix9ine feat. Fetty Wap & A Boogie Wit da Hoodie
139014884|All On Me|Devin Dawson
140616513|Home|Machine Gun Kelly feat. X Ambassadors & Bebe Rexha
137955067|Attention|Charlie Puth
136600152|Love So Soft|Kelly Clarkson
134319902|...Ready For It?|Taylor Swift
126372373|Something Just Like This|The Chainsmokers feat. Coldplay
139200976|The Other Side|Hugh Jackman feat. Zac Efron
128721317|Despacito (Remix)|Luis Fonsi feat. Daddy Yankee & Justin Bieber
83593858|The Sound of Silence|Disturbed
125640992|Body Like a Back Road|Sam Hunt
133547046|Legends|Kelsea Ballerini
82774259|Tennessee Whiskey|Chris Stapleton
137924029|Gucci Gang|Lil Pump
133541111|What About Us|P!nk
138453368|Up Down|Morgan Wallen feat. Florida Georgia Line
144198320|This Girl|Hunter Hayes
139200982|From Now On|Hugh Jackman feat. The Greatest Showman Ensemble
144205754|Capital Letters|Hailee Steinfeld feat. BloodPop�
130501555|Singles You Up|Jordan Davis
131759132|Praying|Ke$ha
72326117|Thinking Out Loud|Ed Sheeran
143917745|I just need U.|tobyMac
129988354|I Like Me Better|Lauv
137964231|The Rest of Our Life|Tim McGraw feat. Faith Hill
139264077|Ric Flair Drip|Offset feat. Metro Boomin
140765160|�chame la Culpa|Luis Fonsi feat. Demi Lovato
128770205|There's Nothing Holdin' Me Back|Shawn Mendes
138350515|Mine|Bazzi
144200636|Flip|Russ
134319907|Look What You Made Me Do|Taylor Swift
54711304|Ode to My Family|The Cranberries
114736630|CAN'T STOP THE FEELING!|Justin Timberlake
128954469|When It Rains It Pours|Luke Combs
141586326|Roll In Peace|Kodak Black feat. XXXTENTACION
144186396|Outside Today|YoungBoy Never Broke Again
137195627|I'll Name the Dogs|Blake Shelton
133421561|Plain Jane|A$AP Ferg
132673050|Rx (Medicate)|Theory of a Deadman
141612306|MIC Drop (Steve Aoki Remix)|BTS feat. Desiigner
139922321|Everything's Gonna Be Alright|David Lee Murphy & Kenny Chesney
116237770|Congratulations|Post Malone feat. Quavo
136535794|Dusk Till Dawn|ZAYN feat. Sia
132633875|Unforgettable|Thomas Rhett
128482546|1-800-273-8255|Logic feat. Alessia Cara & Khalid
133975145|I Get the Bag|Gucci Mane feat. Migos
137949333|Wait|Maroon 5
142858668|Nowadays|Lil Skies feat. Landon Cube
125075276|In Case You Didn't Know|Brett Young
124981753|Despacito|Luis Fonsi feat. Daddy Yankee
115144739|24K Magic|Bruno Mars
140779894|Take Back Home Girl|Chris Lane feat. Tori Kelly
128520454|HUMBLE.|Kendrick Lamar
84232666|Round Here Buzz|Eric Church
137587112|Mi Gente|J Balvin feat. Willy William & Beyonc�
136765509|Losing Sleep|Chris Young
143229537|La Modelo|Ozuna feat. Cardi B
128787243|IDGAF|Dua Lipa
129998740|Strip That Down|Liam Payne feat. Quavo
134231831|Walk on Water|Thirty Seconds to Mars
139200975|Come Alive|Hugh Jackman feat. Keala Settle, Daniel Everidge, Zendaya & The Greatest Showman Ensemble
125673809|Location|Khalid
115144742|That's What I Like|Bruno Mars
124985075|Castle on the Hill|Ed Sheeran
129347748|Slow Hands|Niall Horan
137250035|Too Much to Ask|Niall Horan
144117432|Chloraseptic (Remix)|Eminem feat. 2 Chainz & Phresher
142504982|Real Friends|Camila Cabello
143161991|Stir Fry|Migos
134315854|Sky Walker|Miguel feat. Travis Scott
139872643|Personal|HRVY
143930744|All the Stars|Kendrick Lamar feat. SZA
142858655|Red Roses|Lil Skies feat. Landon Cube
144205755|For You (Fifty Shades Freed)|Liam Payne feat. Rita Ora
140597600|Havana (Remix)|Camila Cabello feat. Daddy Yankee
110156794|I Could Use a Love Song|Maren Morris
77429799|Uptown Funk|Mark Ronson Feat. Bruno Mars
129999394|So Will I (100 Billion X)|Hillsong UNITED
108068259|Blue Ain't Your Color|Keith Urban
129639289|The Long Way|Brett Eldredge
114588658|Say You Won't Let Go|James Arthur
138794714|Candy Paint|Post Malone
132628195|Betrayed|Lil Xan
54711318|When You're Gone|The Cranberries
131760058|Unforgettable|French Montana feat. Swae Lee
134281595|Glorious|Macklemore feat. Skylar Grey
115754729|Closer|The Chainsmokers feat. Halsey
142504983|Something's Gotta Give|Camila Cabello
131757216|Bank Account|21 Savage
124985079|Galway Girl|Ed Sheeran
130555693|The Weekend|SZA
143900911|Red Cold River|Breaking Benjamin
137945442|Light It Up|Luke Bryan
130985849|Sit Next to Me|Foster the People
142504977|All These Years|Camila Cabello
110951130|The Fighter|Keith Urban feat. Carrie Underwood
142504978|She Loves Control|Camila Cabello
139876552|Tip Toe|Jason Derulo feat. French Montana
72326110|Photograph|Ed Sheeran
83619621|Rise Up|Andra Day
138652031|Gummo|6ix9ine
125090159|Rolex|Ayo & Teo
134315774|The Way Life Goes|Lil Uzi Vert feat. Oh Wonder
133524992|Small Town Boy|Dustin Lynch
136883688|All My Hope|Crowder feat. Tauren Wells
127422114|do re mi|Blackbear
138641653|Millionaire|Chris Stapleton
139155338|I Miss You|Clean Bandit feat. Julia Michaels
142504980|Inside Out|Camila Cabello
138605055|If You Keep Leaving Me|Anderson East
18206794|Radioactive|Imagine Dragons
